Вакансия,Зарплата,Тип
Благоустройство,1 000 000,Резюме
"Сварщик, водитель, тракторист",з/п не ук,Резюме
Ищу дневную работу с 10 до 18,20 000,Резюме
Курьер. Курьер со своим авто,25 000,Резюме
Переводчик паспорт,45 000,Резюме
Администратор в стоматологию,60 000,Резюме
Ищу парикмахера. Парикмахер керак,з/п не ук,Резюме
"Автомоляр, сварщик, бригадир, помошник",45 000,Резюме
"Директор магазина, управляющий, администратор",50 000,Резюме
Ищу работу,18 000,Резюме
Менеджер по работе с клиентами,30 000,Резюме
"Грузчики, маркировщики, комплектовщики",45 000,Вакансии
Грузоперевозки фургон,700,Резюме
Любая,100 000,Резюме
"Грузоперевозки с манипулятором, бортовой, фургон",1 000,Резюме
"Грузоперевозки с манипулятором, бортовой, фургон",з/п не ук,Резюме
Грузоперевозки,з/п не ук,Резюме
"Желаемых должностей много, рассмотрю предложения",25 000,Резюме
Разнорабочий,30 000,Вакансии
Ищу Работу,20 000,Резюме
Коммерсант,15 000,Резюме
Администратор салона красоты,35 000,Вакансии
Менеджер,28 000,Резюме
Официант,з/п не ук,Вакансии
Главный бухгалтер,з/п не ук,Резюме
Инженер,40 000,Резюме
Водитель со своим грузовым авто 7тонн,1 000,Резюме
Бухгалтер,10 000,Резюме
Помощник руководителя,25 000,Резюме
"Подсобник, ученик, разнорабочий",1 500,Резюме
Отделочник,100,Резюме
Кассир в ночь,25 000,Резюме
"Режиссер постановщик праздников, ведущая, актриса",30 000,Резюме
Администратор,14 000,Резюме
Бригада кровельщиков (мягкая кровля) ищет работу,100,Резюме
Сайдинг,з/п не ук,Резюме
"Референт, помощник руководителя",з/п не ук,Резюме
Кальянщик,20 000,Вакансии
"Электрик, электромонтажник",з/п не ук,Резюме
"Установка дверей, окон, отделка откосов",з/п не ук,Резюме
Менеджер,35 000,Резюме
Менеджер по работе с клиентами,50 000,Резюме
"Корректор, журналист",з/п не ук,Резюме
Ищу работу бухгалтера ос И тмц,з/п не ук,Резюме
Парикмахер,з/п не ук,Резюме
Помощник бухгалтера- бухгалтер,з/п не ук,Резюме
"Работа в сфере кино, видео и звука",30 000,Резюме
Ищу работу,з/п не ук,Резюме
Требуется повар г/ц,30 000,Вакансии
Помощник инженера,з/п не ук,Резюме
Водитель кат. B,з/п не ук,Резюме
"Водитель кат. В., Вахта. Приём иногородних",95 000,Вакансии
Личный водитель,60 000,Резюме
Специалист call-центра,30 000,Вакансии
"Оператор пк, Оператор. С, Помощник бухгалтера",25 000,Резюме
Строительство и ремонт,з/п не ук,Резюме
Главный бухгалтер,з/п не ук,Резюме
Электрики,з/п не ук,Резюме
Репетитор по школьным предметам,300,Резюме
Водитель кат В С,з/п не ук,Резюме
"Методист, заведующий, администратор",з/п не ук,Резюме
Водитель,1 000,Резюме
Ищу работу,28 000,Резюме
Ищу подработку,з/п не ук,Резюме
Не определена,з/п не ук,Резюме
Руководитель отдела продаж,60 000,Вакансии
Любая работа,2 000,Резюме
Грузчик в мувинговую компанию,з/п не ук,Вакансии
Сотрудник сб,з/п не ук,Резюме
Ищу работу,30 000,Резюме
Водитель,з/п не ук,Резюме
Системный администратор,28 000,Резюме
Переводчик английского языка,40 000,Резюме
Сварщик. слесарь,40 000,Резюме
Педагог-воспитатель в частный детский клуб,30 000,Вакансии
Сборщик ответственных кухонь на адресах,12 345,Резюме
Менеджер по продажам/Супервайзер,60 000,Резюме
Системный администратор (можно помощник),з/п не ук,Резюме
Ветиринар,з/п не ук,Резюме
Вентиляция и кондиционирование,з/п не ук,Резюме
Водитель,45 000,Резюме
Cрочно ищу подработку водителем В С Е,5 000,Резюме
"Требуется водитель экспедитор категории ""В""",40 000,Вакансии
Рабочий,з/п не ук,Резюме
Ищу ищу ищу,25 000,Резюме
Водитель дальнобойщик,70 000,Резюме
Водитель категория В,30 000,Резюме
"Слесарь-инструментальщик, слесарь мср",35 000,Резюме
Инженер по снабжению,50 000,Резюме
"Прораб. реконструкция, реставрация",45 000,Вакансии
"Маляр, отделочник",3 000,Резюме
Секретарь/ Личный помощник,40 000,Резюме
"Разнорабочие, подсобники",150,Вакансии
Водитель-экспедитор,з/п не ук,Резюме
Каменщик,1 200,Вакансии
Кладовщик интернет магазина,800,Вакансии
Оператор call-центра,30 000,Резюме
Промоутер,з/п не ук,Резюме
Мастера ремонтных работ,34 000,Вакансии
Сиделка на полный рабочий день,з/п не ук,Резюме
"Риэлтор, помощник психолога",20 000,Резюме
Кладовщик,35 000,Резюме
Повар унверсал,1 800,Резюме
Администратор,30 000,Резюме
Нянечка,з/п не ук,Резюме
Педагог-психолог,20 000,Резюме
Сборщик рекламных конструкций,з/п не ук,Резюме
Автомаляр,50 000,Резюме
Наладчик промоборудования,з/п не ук,Резюме
"Админинстратор, кассир",45 000,Резюме
Электрогазосварщик,40 000,Резюме
Охранник без лицензии,30 000,Резюме
Дизайнер-продавец-консультант,35 000,Резюме
"Повар, пом. повара",з/п не ук,Резюме
Ищу работу В охране с ежедневно выпл,170,Резюме
Парикмахер Универсал,з/п не ук,Резюме
Разработка участков,з/п не ук,Резюме
Фотограф,з/п не ук,Резюме
Ищу объекты. Строительство инженерных сетей,з/п не ук,Резюме
Ищу работу водителем на своем или Вашем авто,з/п не ук,Резюме
Мойщица,22 000,Резюме
Трудяга,з/п не ук,Резюме
HR-менеджер,70 000,Резюме
Администратор,21 000,Резюме
"Заместитель директора, Товаровед, Кассир операцион",45 000,Резюме
Электромонтер связи,15 000,Резюме
Ищу работу/подработку,з/п не ук,Резюме
Мастер маникюра и педикюра,з/п не ук,Вакансии
Парикмахер-универсал,2 000,Вакансии
Водитель кат. в,35 000,Резюме
"Администратор, горничная",23 000,Резюме
Водитель со сваим микроавтобусом,з/п не ук,Резюме
Фасовщик-укладчик-комплектовщик,2 500,Вакансии
"Генеральный, исполнительный, коммерческий директор",з/п не ук,Резюме
"Визажист, Мастер по наращ. волос, администратор",30 000,Резюме
Работа моделью,з/п не ук,Резюме
Водитель,40 000,Резюме
Мойка посуды или уборка,1 000,Резюме
Бухгалтер удаленно,з/п не ук,Резюме
Инженер пто / сметчик,з/п не ук,Резюме
Няня,з/п не ук,Резюме
Требуется машинист,50 000,Вакансии
Руководитель отдела качества,80 000,Резюме
Водитель,з/п не ук,Резюме
"Администратор, секретарь-референт, массажист, любу",35 000,Резюме
Администратор,23 000,Резюме
Вокалистка,з/п не ук,Резюме
Водитель на авто работодателя или со своим авто,50 000,Резюме
Перегоню ваш автомобиль,13,Резюме
Продавец-консультант мобильных акссесуаров,30 000,Вакансии
"Стропальщик, разнорабочий",з/п не ук,Резюме
Программист,25 000,Резюме
Повар,40 000,Резюме
Агент по привлечению клиентов в юридическую фирму,з/п не ук,Вакансии
"Снабженец, Менеджер отдела закупок",35 000,Резюме
На долго,30 000,Резюме
Подработка,1 500,Резюме
На один два дня,2 500,Резюме
Бригада строителей ищет работу от 3 до 8ч (рус),37 000,Резюме
Администратор 7 d кино,800,Вакансии
"Уборщица, дворник",з/п не ук,Резюме
Маляр-штукатур шлифовка плитка,50 000,Резюме
"Руководитель проекта, главный инженер",80 000,Резюме
Начальник отдела кадров/зам. начальника ок,35 000,Резюме
Художник-дизайнер,30 000,Резюме
"Кузовщик, маляр",80 000,Вакансии
"Офис-менеджер, секретарь",30 000,Резюме
Заместитель Директора Магазина,45 000,Резюме
"Водитель - универсал, семейный, персональный bcde",з/п не ук,Резюме
Мойщики на автомойку,35 000,Вакансии
Уборщица,15 000,Вакансии
"Строительный работник, грузчик",150,Резюме
Инженер-проектировщик кж,35 000,Резюме
"Ищу подработку, халтуру",з/п не ук,Резюме
Ищу работу,25 000,Резюме
Открыта вакансия флорист,1 000,Вакансии
Ищу работу на ночные смены,17 000,Резюме
Подработка,10 000,Резюме
Ищу работу,25 000,Резюме
Ищу любую работу в вечернее или ночьное время,25 000,Резюме
Менеджер HR / Менеджер по персоналу,10 000,Вакансии
Менеджер,25 000,Резюме
Облицовщик - Кафельщик,500,Резюме
Водитель категории б,35 000,Резюме
Машинист экскаватора-погрузчика,50 000,Вакансии
Инженер-лаборант,40 000,Резюме
Менеджер по продажам строящейся недвижимости,80 000,Вакансии
Монтахник винтовых свай,1 000,Резюме
"Продавец-консультант, кассир",з/п не ук,Резюме
Ищу халтуру с ежедневной оплатой,з/п не ук,Резюме
"Офис-менеджер, работа с документами",25 000,Резюме
Офис-менеджер,20 000,Резюме
"Водитель со своим рефрижератором 2.5 тонны, 12 м3",500,Резюме
Проектировщик слаботочных систем и сетей,з/п не ук,Резюме
Электромантер,45 000,Резюме
Экспедитор,40 000,Резюме
Менеджер по персоналу,25 000,Резюме
Водитель категории В,з/п не ук,Вакансии
Желательно по образованию,50 000,Резюме
"Юрист, банкротные дела",50 000,Вакансии
Архитектор-проектировщик,9 999,Резюме
Логист,45 000,Резюме
Медрегистратор,20 000,Резюме
Повар универсал,з/п не ук,Резюме
Ремонтник,20 000,Резюме
"Юрист, юрисконсульт",45 000,Резюме
Ищу работу,25 000,Резюме
Продавец,20 000,Вакансии
"Главный механик, начальник транспортного отдела",50 000,Резюме
"Автомеханик, автослесарь",50 000,Вакансии
Рассмотрю любые варианты,15 000,Резюме
Фотограф,з/п не ук,Резюме
Менеджер по продажам образования и туризма,30 000,Вакансии
Мойщица посуды-уборщица,22 000,Вакансии
Ищу подработку в свободное время,з/п не ук,Резюме
Активный промоутер на постоянной основе,150,Резюме
Ущу работу,1 000,Резюме
Сварщик 4 разряда,60 000,Резюме
Мойщица посуды,з/п не ук,Вакансии
"Ищу халтуру, подработку, оплата сразу, есть напарн",з/п не ук,Резюме
Повар горячего цеха,35 000,Вакансии
Специалист по тендерам,30 000,Резюме
Ищу водителя категории Е,45 000,Резюме
Работник-комплектовщик (вахта) (Санкт-Петербург),53 000,Вакансии
Художник,5 000,Резюме
Технолог по разработке кондитерской продукции,з/п не ук,Вакансии
Мастер маникюра и педикюра,з/п не ук,Резюме
Помощник руководителя отдела продаж,36 000,Вакансии
"Ищу работу. Курьер, официант, промоутер и др",20 000,Резюме
Продавец - консультант,25 000,Резюме
Менеджер отдела продаж,30 000,Вакансии
Сварщик,50 000,Вакансии
Администратор,20 000,Вакансии
Инженер-проектировщик Генерального плана,з/п не ук,Резюме
Экспедитор грузчик кладавщик,30 000,Резюме
Менеджер по продажам автомобилей,50 000,Вакансии
Репетитор по английскому и итальянскому языку,300,Резюме
Инженер-конструктор,50 000,Резюме
Повар гор. цеха,30 000,Вакансии
Официант (ка),30 000,Вакансии
Компьютерный мастер,25 000,Вакансии
Работа на дому в любой сфере,10 000,Резюме
Ищу работу,з/п не ук,Резюме
Офис-менеджер,25 000,Резюме
Ищу работу,30 000,Резюме
Специалист,з/п не ук,Резюме
"Охрана соправождения грузов, магазинов и т. д",з/п не ук,Резюме
Автомойщик(ца) (специалист(ка) по уходу за авто),35 000,Вакансии
"Переводчик, преподаватель англ. яз., продавец",20 000,Резюме
Продавец-кассир (Санкт-Петербург),20 000,Вакансии
"Главный бухгалтер, бухгалтер",з/п не ук,Резюме
Работа юристом по совместительству,з/п не ук,Резюме
Любая работа,з/п не ук,Резюме
Работник,з/п не ук,Резюме
Подработка с графиком2/2,з/п не ук,Резюме
Главный бухгалтер,12 000,Резюме
Архитектор-дизайнер,25 000,Резюме
Мастер универсал,100 000,Резюме
Мастер маникюра и педикюра,з/п не ук,Резюме
Бармен,25 000,Вакансии
Требуются грузчики,27 000,Вакансии
Переводчик английского языка,20 000,Резюме
Требеются мойщицы в столовую,1 000,Вакансии
Водитель В С,37 000,Резюме
Требуются уборщик,20 000,Вакансии
Web-программист или Тестировщик,з/п не ук,Резюме
Сборщик,30 000,Вакансии
Сборщики триплексов,30 000,Вакансии
Монтажники окон пвх,40 000,Вакансии
Заведующий,50 000,Вакансии
Требуется санитарка (уборщица) в стоматологию,з/п не ук,Вакансии
Мойщица/пекарь/раздатчик,з/п не ук,Вакансии
Административная (администратор),з/п не ук,Резюме
Системный администратор,50 000,Резюме
Админ в салон красоты без опыта,27 000,Резюме
"Бухгалтер, помощник главного Бухгалтера",з/п не ук,Резюме
"Официант, кассир, консультант",25 000,Резюме
Оператор на телефон,40 000,Вакансии
"Грузчик, экспедитор, разнорабочий",1 200,Резюме
Администратор,40 000,Резюме
Офис-менеджер,19 000,Резюме
"Сотрудники в сеть кафе ""Русские Традиции""",з/п не ук,Вакансии
Английский Преподаватель,20 000,Резюме
Паркетчик,150,Резюме
Курьер,800,Вакансии
Менеджер по снабжению,39 000,Резюме
Менеджер по работе с клиентами / менеджер по прода,40 000,Вакансии
Агент по аренде недвижимости,з/п не ук,Резюме
Грузчик,1 500,Резюме
Работник,з/п не ук,Резюме
"Работа на дому, удалённая работа, подработка",10 000,Резюме
Требуется мастер по маникюру и педикюру,45 000,Вакансии
Ищу работу,з/п не ук,Резюме
Водитель с личным грузовым авто,з/п не ук,Резюме
"Прораб, старший прораб",50 000,Резюме
"Помощник товароведа, товаровед",з/п не ук,Резюме
Охранник,40 000,Резюме
"Грузчик, сборщик",з/п не ук,Резюме
Монтажник слаботочных систем,45 000,Вакансии
Кассир в гипермаркет г. Петергоф,1 200,Вакансии
Плотник,50 000,Вакансии
Оператор клининга (мобильная бригада),40 000,Вакансии
Инженер-сметчик,66 000,Резюме
Администратор,23 000,Резюме
Ищу работу,з/п не ук,Резюме
"Требуется продавец кассир, г Зеленогорск",30 000,Вакансии
"Продавец-консультант, менеджер по работе с клиент",30 000,Резюме
"Товаровед, Ювелир",50 000,Резюме
Секретарь,30 000,Резюме
Работа демонтаж,1 200,Вакансии
Администратор салона тайского массажа,23 000,Вакансии
Администратор в мини-отель,10 000,Вакансии
Требуется парикмахер в VIP салон красоты,55 000,Вакансии
Электрогазосварщик (аргонщик),80 000,Резюме
Кассир в г. Петродворец,25 000,Вакансии
Работа,50 000,Резюме
Продавец-консультант в магазин детской одежды,з/п не ук,Вакансии
Шиномонтажник,40 000,Вакансии
Водитель. Водитель электропогрузчика,30 000,Резюме
Подработка,1 500,Резюме
Подработка в вечернее время водителем,з/п не ук,Резюме
Сварщик волс,65 000,Резюме
Помощник сантехника,35 000,Резюме
Психолог. Менеджер по персоналу,25 000,Резюме
Специалист по спортивному питанию,18 000,Вакансии
Ищу работу с ежедневными выплатами,1 000,Резюме
Охрана безопасность,25,Резюме
Системный администратор,3 000,Резюме
"Преподаватель, Репетитор Английского Языка",25 000,Резюме
Продавец-повар/вахта (Санкт-Петербург),49 600,Вакансии
Подсобный рабочий,30 000,Вакансии
Продавец-кассир,з/п не ук,Резюме
"Водитель, стажер, помощник, монтажник",30 000,Резюме
Фриланс инженер-проектировщик,10 000,Резюме
Работники на лесопилку,45 000,Вакансии
Охранник в Бизнес Центр,30 000,Вакансии
Требуется сотрудник на условия свободного графика,45 000,Вакансии
Укладчик-упаковщик,38 000,Резюме
Дизайнер фрилансер,з/п не ук,Резюме
"Логистика, закупки, товароведение, планирование",1 000,Резюме
"Грузчик в магазин ""Детский мир"" г. Колпино",27 500,Вакансии
Дизайнер-конструктор по предметам интерьера,30 000,Вакансии
Ищу хорошую работу,1 000,Резюме
Техник,5 000,Резюме
Работа В subway,25 000,Вакансии
Продавец магазина Celio (тк Питер Ленд),25 000,Вакансии
Ищем халтуру на выходные,з/п не ук,Резюме
"Модератор, администратор групп в соц. сетях и т. д",10 000,Резюме
"Водитель в, с, е",з/п не ук,Резюме
"Администратор, продавец-консультант",30 000,Резюме
Менеджер по тендерам. аукционам. гос. заказу удал,з/п не ук,Резюме
Водитель на своём а/м,25 000,Резюме
Мытьё окон,500,Резюме
"Ищу работу заведующая, оператор 1С, SAP, товаровед",30 000,Резюме
Главный бухгалтер,з/п не ук,Резюме
Bcde,,Резюме
Продавец магазина Guess (Мега парнас),28 000,Вакансии
Водитель,25 000,Резюме
Репетитор по русскому языку,з/п не ук,Резюме
"Ищу работу оператор 1С, SAP, офис-менеджера",30 000,Резюме
"Монтажник (Электромонтажник, слаботочник, скс)",1 000,Резюме
"Юрист, юрисконсульт, помощник судьи",з/п не ук,Резюме
"Водитель категории С, Е",50 000,Вакансии
"Кинолог, охранник в инкассацию, охранник",40 000,Резюме
Демантаж,з/п не ук,Резюме
"Охранник, в инкассацию, опердеж., кинолог",40 000,Резюме
Продавец-консультант в тц Лиговъ,22 000,Вакансии
Машинист колесного экскаватора,250,Вакансии
"Менеджер по продаже окон, дверей, мебели",30 000,Резюме
Кадастровый инженер,з/п не ук,Вакансии
Повар-кассир/постоянная (Санкт-Петербург),28 000,Вакансии
Любая разовая работа,,Резюме
Инженер,25 000,Резюме
Инженер пто,з/п не ук,Вакансии
Демонтажник,68 000,Вакансии
Требуются сварщики,40 000,Вакансии
"Водитель ""С"" ""В"" ""Е""",72 000,Вакансии
Водитель на своем авторефрижераторе,з/п не ук,Резюме
Уборщицей,12 000,Резюме
Водитель с авто-реф,3 500,Резюме
Кассир,25 000,Резюме
Демонтажник разнорабочий,з/п не ук,Резюме
Разнорабочий (оператор станка),1 200,Вакансии
Помошник Бухгалтера,25 000,Резюме
Кассир на вечерние смены,15 000,Вакансии
Главный бухгалтер,з/п не ук,Резюме
"Работа в оптике, аптеке",25 000,Резюме
Водитель с личным авто газель,50 000,Резюме
Детский массажист,900,Резюме
Преподаватель музыкальной литературы,з/п не ук,Резюме
Администратор в салон красоты,20 000,Вакансии
Менеджер по продажам,70 000,Вакансии
"Кассир в тц ""Академ Парк""",25 000,Вакансии
Шеф повар,80 000,Вакансии
Водитель на своем авто,з/п не ук,Резюме
Монтаж слаботочных систем,30 000,Резюме
"Фотограф, администратор, менеджер",25 000,Резюме
Массажистка,31 000,Резюме
Кузнец художественной ковки,40 000,Вакансии
Продавец в пекарню,30 000,Вакансии
Бухгалтер на удаленную работу,5 000,Резюме
Охрана (вахта),1 600,Резюме
Бариста,22 500,Вакансии
Специалист отдела обработки данных,з/п не ук,Резюме
Монтажник-слаботочник,40 000,Вакансии
Бармен с опытом работы в клуб на (Ленинский 119),30 000,Вакансии
"Начальник охраны, старший смены охраны",35 000,Резюме
Бармены на контактную барную стойку (Ладожская),30 000,Вакансии
Менеджер,30 000,Резюме
"Требуется кассир сети ""Лента"" Пулковское ш",27 000,Вакансии
Водитель / курьер/ снабженец,37 200,Вакансии
Вахта 5/5.7/7,2 500,Резюме
Менеджер по персоналу,30 000,Резюме
Грузчик на месяц,4 800,Вакансии
Продавец-кассир,18 000,Вакансии
Каменщик 4 разряда,80 000,Резюме
Администратор,з/п не ук,Резюме
Мастер (помощник прораба),з/п не ук,Резюме
Ищу стабильную работу,40 000,Резюме
Преподаватель фортепиано. Концертмейстер,30 000,Резюме
Инженер связи (телекоммуникации) 210404,25 000,Резюме
"Учусь на заочном, хотелось бы работать по утрам",15 000,Резюме
Инспектор по качеству,25 000,Вакансии
Водитель с микроавтобусом 8 мест Хендай Старекс,з/п не ук,Резюме
Требуются повара европейской кухни унивирсалы,30 000,Вакансии
"Фотограф, ретушер, ассистент в фотостудию, курьер",з/п не ук,Резюме
Замерщик окон пвх,80 000,Вакансии
Рабочий по выходным,1 500,Резюме
"Художник, Преподаватель",з/п не ук,Резюме
Уборщица в кафе,20 000,Вакансии
Строитель,40 000,Резюме
Банковский специалист,30 000,Резюме
"Администратор, офис- менеджер, делопроизводитель",30 000,Резюме
Мойщица посуды,22 000,Вакансии
"Удалённая работа, работа на дому",з/п не ук,Резюме
Администратор,35 000,Резюме
Водитель кат. в,35 000,Резюме
Техник,з/п не ук,Резюме
Требуются расклейщики,30 000,Вакансии
Официант,25 000,Вакансии
Агент- поквартирные продажи,1 500,Вакансии
Специалист по кадровой работе (м. Ладожская),33 000,Вакансии
Продавец уклад шик,1 500,Резюме
Ищу работу водителя на своём микроавтобусе,з/п не ук,Резюме
"Мастер производств-ого участка, контролер отк",35 000,Резюме
Мастер по наращиванию волос,50 000,Вакансии
Водитель,з/п не ук,Резюме
Cторож,з/п не ук,Резюме
Педагог логопед (воспитатель),250,Резюме
Требуются водители на авто компании,65 000,Вакансии
Менеджер по туризму,20 000,Резюме
Водитель,45 000,Резюме
Мастер-приемщик сто,60 000,Вакансии
Врач стоматолог - ортопед/хирург,з/п не ук,Резюме
Работник,2 000,Резюме
Секретарь - референт,40 000,Резюме
Продавец - хозяюшка,18 000,Вакансии
"Бухгалтер, помощник бухгалтера",30 000,Резюме
Менеджер/кредитный специалист,25 000,Резюме
Рассмотрю разные предложения,25 000,Резюме
"Монтажник кондиционеров, холодильных систем",50 000,Вакансии
Водитель,2 000,Резюме
Официант-бармен в кафе грузинской кухни,15 000,Вакансии
Инженер,з/п не ук,Резюме
Бухгалтер,15 000,Резюме
Автомаляр,50 000,Вакансии
Бухгалтер (удаленно или с частичной занятостью),10 000,Резюме
Косметолог с медицинским образование,з/п не ук,Резюме
Водитель,40 000,Резюме
Водитель со своим грузовиком рефрижиратор 2.5 тонн,50 000,Резюме
"Персональный водитель, водитель охранник",70 000,Резюме
Секретарь,43 000,Резюме
Начальник смены,28 000,Вакансии
"Продавец- консультант, специалист акб",35 000,Резюме
Требуется подмастерье (подсобник),30 000,Вакансии
"Инспектор отдела кадров, помощник руководителя",25 000,Резюме
"Няня, няня-сопровождения",200,Резюме
Бригада сантехников ищет диспетчера по заказам,з/п не ук,Резюме
Специалист,40 000,Резюме
Секретарь,30 000,Вакансии
Администратор,30 000,Вакансии
Переводчик таджикского языка,з/п не ук,Резюме
"Работник торгового зала, еженедельно м Пл. Ленина",24 000,Вакансии
Программист 1с-бухгалтерия 8.2,10 000,Резюме
Менеджер по кредитованию г. Пушкин,41 000,Вакансии
Продавец,1 300,Вакансии
Диагностическая станция Гос. Тех. Осмотра,200,Вакансии
Сборщик окон пвх,35 000,Резюме
Менеджер по рекламе и PR,27 000,Резюме
Продавец-кассир,30 000,Вакансии
"Педагог, воспитатель",25 000,Резюме
Помощник в отдел персонала,20 000,Вакансии
"Повар-технолог, кальянщик, чайный мастер",25 000,Резюме
Промоутер,25 000,Вакансии
"Кассир в ""К-рауту"" ул. Руставелли",25 000,Вакансии
Повар-пиццер/Повар-сушист,35 000,Вакансии
Менеджер-профессионал по продажам B2B,25 000,Резюме
Курьер пеший,25 000,Вакансии
Повар-пиццер/Повар-сушист,40 000,Вакансии
"Менеджер ресторана, Администратор бара",30 000,Резюме
Мастер по ремонту квартир в Ленремонт,70 000,Вакансии
Контролер-охранник в магазин,30 000,Вакансии
Повар горячего цеха,40 000,Вакансии
Повар холодного цеха,40 000,Вакансии
"Ищу работу, желательно с ежедневными, выплатами",35 000,Резюме
Няня- помощник воспитателя в частный детский сад,20 000,Вакансии
Мастер по ремонту спортивного оборудования,40 000,Вакансии
Мастер по ремонту посудомоечных машин в Ленремонт,60 000,Вакансии
Мастер по ремонту холодильников в Ленремонт,60 000,Вакансии
"Помощник юриста, помощник адвоката, стажер",15 000,Резюме
Мастер по ремонту стиральных машинок в Ленремонт,60 000,Вакансии
Рабочий на производстве декоративного камня,з/п не ук,Резюме
Инженер по эксплуатации зданий,50 000,Резюме
Водитель кат В на ваш авто либо имею свой каблук,3 000,Резюме
"Менеджер, Мерчендайзер",29 000,Резюме
Менеджер по подбору персонала,25 000,Вакансии
Охранник разные районы города,22 500,Вакансии
Водитель в вечер/ночь,25 000,Резюме
Администратор-кассир,26 000,Резюме
"Менеджер интернет-магазина, диспетчер, оператор",25 000,Резюме
Кассир,25 000,Резюме
Ищу работу,25 000,Резюме
Ваш бухгалтер Отчеты в мифнс и Фонды для ооо и ип,10 000,Резюме
Главный бухгалтер,з/п не ук,Резюме
Продавец в продуктовый магазин,1 100,Вакансии
"Домработница, помощница по хозяйству Колпино",1 500,Резюме
"Водитель кат. В, С. Экспедитор",50 000,Резюме
Расклейщик объявлений,45 000,Вакансии
Сборщик мебели,30 000,Резюме
Личный помощник руководителя,30 000,Резюме
Специалист по обследованию зданий,40 000,Вакансии
Системный администратор,з/п не ук,Резюме
Укладчик теплоплитки,36 000,Вакансии
Требуется продавец,30 000,Вакансии
"Слаботочник, электрик",з/п не ук,Резюме
"Слаботочка, электрика",з/п не ук,Резюме
